year,region,New dwellings,Average advance (new),Average income (new),Other dwellings,Average advance (other),Average income (other),All dwellings,Average advance (all),Average income (all)
2008.0,United Kingdom,221250.0,140000.0,52250.0,228250.0,146250.0,54750.0,227500.0,145750.0,54750.0
2008.0,Wales,202750.0,129250.0,47750.0,167250.0,111000.0,44500.0,170000.0,112000.0,44500.0
2008.0,West Midlands,189500.0,123250.0,45500.0,185000.0,121750.0,45750.0,185250.0,121750.0,46000.0
2008.0,Yorkshire and the Humber,200750.0,133500.0,50000.0,171000.0,114750.0,44750.0,173000.0,116750.0,45000.0
2009.0,East Midlands,171250.0,109500.0,44750.0,172500.0,108750.0,45000.0,172500.0,108750.0,45000.0
2009.0,East of England,211500.0,129750.0,50000.0,235000.0,141250.0,55000.0,233500.0,140750.0,54250.0
2009.0,London,221750.0,129000.0,56500.0,344500.0,203500.0,76000.0,338000.0,199500.0,75000.0
2009.0,North East,180000.0,123250.0,47000.0,154750.0,100250.0,44000.0,157000.0,101750.0,44250.0
2009.0,North West,175500.0,115000.0,46000.0,174000.0,111250.0,46750.0,174250.0,111500.0,46750.0
2009.0,Northern Ireland,212000.0,120250.0,47750.0,177500.0,110250.0,43500.0,184750.0,112500.0,44250.0
2009.0,Scotland,202000.0,126250.0,50750.0,171250.0,110000.0,47500.0,174250.0,111750.0,47750.0
2009.0,South East,229500.0,140750.0,54250.0,276500.0,162750.0,61000.0,274000.0,161500.0,60500.0
2009.0,South West,195750.0,121250.0,47500.0,222250.0,129750.0,50750.0,220250.0,129250.0,50500.0
2009.0,United Kingdom,199000.0,123750.0,49250.0,228250.0,138000.0,54250.0,226000.0,137000.0,54250.0
2009.0,Wales,170750.0,110500.0,42500.0,165250.0,103500.0,43500.0,165500.0,103750.0,43500.0
2009.0,West Midlands,181250.0,114750.0,45250.0,185000.0,115000.0,46750.0,185250.0,115000.0,46750.0
2009.0,Yorkshire and the Humber,181250.0,117250.0,46000.0,176000.0,110250.0,45750.0,175750.0,111000.0,45750.0
2010.0,East Midlands,174500.0,113000.0,45250.0,185500.0,117000.0,47250.0,184750.0,116500.0,47000.0
2010.0,East of England,229000.0,139000.0,52250.0,264000.0,158750.0,59000.0,261250.0,157750.0,58750.0
2010.0,London,255750.0,140250.0,61500.0,390750.0,230500.0,83750.0,384500.0,226750.0,82500.0
2010.0,North East,177250.0,122750.0,48000.0,160250.0,104750.0,44750.0,161500.0,106000.0,45000.0
2010.0,North West,182250.0,123250.0,46250.0,183750.0,118250.0,48000.0,183500.0,118500.0,47750.0
2010.0,Northern Ireland,203000.0,123000.0,47750.0,162000.0,103750.0,41000.0,167750.0,106500.0,42000.0
2010.0,Scotland,206250.0,131750.0,52500.0,182000.0,118500.0,49250.0,185000.0,120250.0,49750.0
2010.0,South East,265000.0,160000.0,58500.0,312250.0,183250.0,66000.0,309250.0,181750.0,65750.0
2010.0,South West,203750.0,123750.0,47500.0,241500.0,141750.0,54000.0,239750.0,141000.0,53500.0
2010.0,United Kingdom,214000.0,132000.0,51500.0,254250.0,153750.0,58500.0,251000.0,152500.0,57750.0
2010.0,Wales,177000.0,116000.0,45000.0,171000.0,109250.0,45000.0,171750.0,110000.0,45000.0
2010.0,West Midlands,187250.0,121000.0,46500.0,202250.0,125000.0,49750.0,201500.0,125000.0,49500.0
2010.0,Yorkshire and the Humber,187000.0,121750.0,47000.0,182250.0,115000.0,46750.0,182250.0,115250.0,46750.0
2011.0,East Midlands,186500.0,121500.0,47750.0,178750.0,116250.0,46250.0,178750.0,116750.0,46250.0
2011.0,East of England,248250.0,155500.0,56500.0,257250.0,158750.0,58000.0,255750.0,159000.0,57750.0
2011.0,London,300500.0,170500.0,61250.0,402000.0,243000.0,83750.0,401500.0,243750.0,83750.0
2011.0,North East,168250.0,110250.0,44250.0,152500.0,101250.0,43000.0,153250.0,102750.0,43250.0
2011.0,North West,192500.0,128250.0,49750.0,175250.0,116500.0,46250.0,175500.0,117000.0,46500.0
2011.0,Northern Ireland,158500.0,105750.0,40000.0,139250.0,94750.0,38750.0,141250.0,96500.0,39000.0
2011.0,Scotland,213000.0,140750.0,55250.0,177500.0,117750.0,49250.0,180000.0,120500.0,49750.0
2011.0,South East,290750.0,174750.0,62750.0,302250.0,182750.0,64000.0,301250.0,183250.0,64500.0
2011.0,South West,222500.0,128750.0,48750.0,233250.0,141000.0,52750.0,232000.0,140750.0,52750.0
2011.0,United Kingdom,223500.0,139500.0,52000.0,247750.0,154250.0,57000.0,245000.0,153500.0,57000.0
2011.0,Wales,182250.0,120500.0,44750.0,163000.0,106500.0,43250.0,164500.0,107750.0,44000.0
2011.0,West Midlands,193250.0,126000.0,46250.0,189000.0,121750.0,46500.0,189250.0,122250.0,47250.0
2011.0,Yorkshire and the Humber,182750.0,118750.0,45750.0,170750.0,112500.0,45500.0,171250.0,112750.0,45750.0
2012.0,East Midlands,187500.0,125750.0,46250.0,175250.0,116500.0,46000.0,176750.0,117750.0,46000.0
2012.0,East of England,253500.0,161000.0,55750.0,256000.0,162250.0,58000.0,255250.0,162250.0,58000.0
2012.0,London,325750.0,199250.0,71750.0,408500.0,252000.0,84750.0,410500.0,253000.0,86000.0
2012.0,North East,166000.0,114250.0,44500.0,150750.0,103250.0,43750.0,152500.0,104500.0,44000.0
2012.0,North West,183750.0,125500.0,46750.0,173000.0,118000.0,46750.0,173500.0,118500.0,47000.0
2012.0,Northern Ireland,147250.0,100250.0,41750.0,128500.0,89500.0,39000.0,130750.0,91000.0,39500.0
2012.0,Scotland,220250.0,149250.0,57250.0,176500.0,120750.0,50000.0,180500.0,123750.0,50750.0
2012.0,South East,310250.0,186250.0,64750.0,300750.0,185500.0,64000.0,303000.0,186500.0,64500.0
2012.0,South West,234750.0,142000.0,50750.0,231000.0,142500.0,51250.0,232750.0,143000.0,51250.0
2012.0,United Kingdom,230500.0,147500.0,53250.0,247000.0,157250.0,57250.0,246000.0,157000.0,57000.0
2012.0,Wales,188000.0,124000.0,47750.0,162250.0,108750.0,43000.0,164750.0,110750.0,43750.0
2012.0,West Midlands,197500.0,131250.0,46500.0,187000.0,123500.0,46750.0,188250.0,124250.0,47000.0
2012.0,Yorkshire and the Humber,181750.0,123000.0,45750.0,170000.0,114500.0,45500.0,171500.0,115750.0,45500.0
2013.0,East Midlands,190750.0,132000.0,49750.0,176250.0,119000.0,45500.0,177750.0,120250.0,46250.0
2013.0,East of England,276750.0,177000.0,62750.0,257000.0,165750.0,58000.0,258250.0,166250.0,58250.0
2013.0,London,361750.0,222750.0,78750.0,423750.0,265250.0,86500.0,427750.0,268000.0,88500.0
2013.0,North East,178750.0,124500.0,53250.0,151250.0,105750.0,44000.0,154500.0,108000.0,44500.0
2013.0,North West,186250.0,131250.0,50500.0,173500.0,121250.0,48000.0,174750.0,122000.0,48250.0
2013.0,Northern Ireland,151000.0,103500.0,43250.0,133250.0,94250.0,42500.0,135750.0,95750.0,42250.0
2013.0,Scotland,216500.0,150000.0,57750.0,178500.0,124500.0,51250.0,181250.0,126750.0,51750.0
2013.0,South East,318000.0,197000.0,68750.0,303500.0,190000.0,64500.0,304750.0,191000.0,65000.0
2013.0,South West,227250.0,140250.0,51500.0,229750.0,144500.0,51250.0,229750.0,145000.0,51250.0
2013.0,United Kingdom,239750.0,156500.0,57500.0,251250.0,162750.0,57750.0,250750.0,162500.0,58500.0
2013.0,Wales,191250.0,127500.0,49000.0,166250.0,112750.0,45250.0,168750.0,114750.0,45250.0
2013.0,West Midlands,194500.0,132250.0,48500.0,189500.0,127500.0,47750.0,190250.0,128250.0,48000.0
2013.0,Yorkshire and the Humber,181000.0,127000.0,49250.0,171250.0,117000.0,46250.0,171750.0,118000.0,46250.0
2014.0,East Midlands,209000.0,145250.0,53250.0,185250.0,126750.0,47500.0,187750.0,129250.0,48000.0
2014.0,East of England,302500.0,194250.0,70250.0,279250.0,183250.0,60250.0,279750.0,184250.0,60750.0
2014.0,London,460500.0,278500.0,101500.0,469500.0,296000.0,88250.0,469500.0,296500.0,90250.0
2014.0,North East,189000.0,133000.0,53500.0,158000.0,113000.0,45500.0,161500.0,115750.0,46500.0
2014.0,North West,196000.0,137750.0,54500.0,182750.0,129250.0,49250.0,184250.0,130500.0,49500.0
2014.0,Northern Ireland,155500.0,108500.0,45750.0,141750.0,102250.0,45000.0,144000.0,103750.0,45000.0
2014.0,Scotland,220750.0,158750.0,61500.0,187250.0,129750.0,52250.0,191250.0,134000.0,53250.0
2014.0,South East,360750.0,219250.0,80250.0,328500.0,208750.0,66250.0,330000.0,209750.0,67250.0
2014.0,South West,242500.0,154750.0,57750.0,244250.0,155500.0,52750.0,243250.0,156250.0,52750.0
2014.0,United Kingdom,273250.0,177250.0,66250.0,267250.0,175000.0,59250.0,267000.0,175500.0,59750.0
2014.0,Wales,202750.0,139750.0,54000.0,175000.0,120000.0,45750.0,178000.0,122750.0,46500.0
2014.0,West Midlands,205750.0,142000.0,53000.0,202000.0,137250.0,49500.0,202250.0,137750.0,49750.0
2014.0,Yorkshire and the Humber,197000.0,136250.0,55250.0,180000.0,124750.0,47500.0,182250.0,127000.0,48000.0
2015.0,East Midlands,220250.0,150000.0,54500.0,195000.0,136500.0,50250.0,199500.0,138750.0,51000.0
2015.0,East of England,314000.0,200000.0,67000.0,304750.0,200000.0,64500.0,306000.0,199750.0,64750.0
2015.0,London,483750.0,293750.0,99500.0,517750.0,328250.0,98750.0,514000.0,325250.0,98750.0
2015.0,North East,190250.0,135500.0,50750.0,164250.0,119000.0,47500.0,167750.0,121000.0,47500.0
2015.0,North West,211500.0,147750.0,53750.0,190000.0,136500.0,51500.0,192250.0,137500.0,51750.0
2015.0,Northern Ireland,166000.0,102750.0,48000.0,148750.0,109500.0,46000.0,151750.0,107750.0,46250.0
2015.0,Scotland,231500.0,163000.0,62500.0,186250.0,133250.0,53000.0,193500.0,138000.0,54750.0
2015.0,South East,359750.0,224250.0,75500.0,355500.0,226750.0,71250.0,356000.0,226500.0,72000.0
2015.0,South West,252750.0,160250.0,56250.0,260750.0,168250.0,56500.0,259500.0,167500.0,56250.0
2015.0,United Kingdom,276250.0,180000.0,63500.0,277000.0,184000.0,62000.0,276500.0,183500.0,62000.0
2015.0,Wales,200500.0,138250.0,50750.0,174500.0,125000.0,46250.0,178750.0,126750.0,47000.0
2015.0,West Midlands,228250.0,153500.0,55000.0,209000.0,146250.0,51750.0,211500.0,146750.0,52250.0
2015.0,Yorkshire and the Humber,208000.0,143500.0,52500.0,185500.0,132500.0,49250.0,188000.0,133750.0,49500.0
2016.0,East Midlands,239000.0,160000.0,54750.0,202000.0,142000.0,50250.0,206750.0,144500.0,50750.0
2016.0,East of England,335250.0,213000.0,68500.0,325500.0,213750.0,66000.0,326250.0,213750.0,66250.0
2016.0,London,468250.0,285500.0,92250.0,541500.0,348000.0,99500.0,534000.0,341750.0,98750.0
2016.0,North East,201000.0,142500.0,52500.0,163500.0,120000.0,46500.0,168250.0,123000.0,47250.0
2016.0,North West,231000.0,157750.0,55750.0,192750.0,140000.0,50750.0,196500.0,141500.0,51500.0
2016.0,Northern Ireland,165750.0,111750.0,46500.0,149000.0,112000.0,45000.0,151750.0,112000.0,44750.0
2016.0,Scotland,246000.0,174250.0,61750.0,178250.0,130000.0,50250.0,187250.0,136000.0,51750.0
2016.0,South East,370750.0,235000.0,74250.0,375250.0,241250.0,72250.0,374750.0,240500.0,72500.0
2016.0,South West,265750.0,167750.0,55500.0,270750.0,177000.0,56750.0,270500.0,176250.0,56500.0
2016.0,United Kingdom,290000.0,189250.0,63500.0,281500.0,189250.0,61250.0,282500.0,189250.0,61500.0
2016.0,Wales,217500.0,151000.0,52500.0,178000.0,128000.0,46750.0,182000.0,130500.0,46750.0
2016.0,West Midlands,245250.0,163250.0,55500.0,216500.0,152250.0,52250.0,219250.0,153500.0,52500.0
2016.0,Yorkshire and the Humber,227500.0,159000.0,54750.0,188000.0,135250.0,48750.0,192000.0,137500.0,49750.0
2017.0,East Midlands,250250.0,167250.0,53500.0,205000.0,146000.0,48500.0,212750.0,149750.0,49250.0
2017.0,East of England,343000.0,220750.0,66500.0,333250.0,219250.0,64500.0,335000.0,219500.0,64750.0
2017.0,London,472500.0,276750.0,90750.0,547000.0,351750.0,99500.0,535750.0,340500.0,97750.0
2017.0,North East,214500.0,149500.0,51000.0,158250.0,118500.0,44750.0,167500.0,124000.0,45750.0
2017.0,North West,239250.0,163750.0,56500.0,191750.0,141500.0,49000.0,198000.0,144250.0,50000.0
2017.0,Northern Ireland,176000.0,112500.0,46750.0,146500.0,111000.0,43000.0,154250.0,111500.0,44000.0
2017.0,Scotland,254500.0,180000.0,62250.0,174750.0,128000.0,47750.0,184750.0,134500.0,49500.0
2017.0,South East,377250.0,240000.0,72000.0,379500.0,244250.0,70750.0,379500.0,243500.0,71000.0
2017.0,South West,283250.0,179500.0,55500.0,276000.0,180750.0,55000.0,277250.0,180750.0,55250.0
2017.0,United Kingdom,301250.0,194750.0,62750.0,276750.0,187250.0,59250.0,280250.0,188750.0,59500.0
2017.0,Wales,226750.0,155000.0,51500.0,179000.0,130000.0,45500.0,183750.0,132250.0,45750.0
2017.0,West Midlands,260000.0,173250.0,55250.0,217000.0,154500.0,50250.0,223000.0,157250.0,51000.0
2017.0,Yorkshire and the Humber,236500.0,163000.0,55000.0,185750.0,135500.0,47250.0,192250.0,139000.0,48000.0
2018.0,East Midlands,265750.0,178750.0,55750.0,213000.0,152250.0,49000.0,222250.0,157000.0,50250.0
2018.0,East of England,352250.0,226500.0,66750.0,335250.0,223500.0,64250.0,338500.0,224500.0,64750.0
2018.0,London,477250.0,274750.0,86500.0,549250.0,359500.0,100500.0,538000.0,346250.0,98250.0
2018.0,North East,217750.0,152000.0,51250.0,157500.0,119250.0,44000.0,168750.0,125500.0,45500.0
2018.0,North West,242500.0,167250.0,56250.0,195750.0,144250.0,49000.0,202000.0,147250.0,50000.0
2018.0,Northern Ireland,186500.0,122000.0,49750.0,150750.0,115250.0,43000.0,158000.0,117000.0,44500.0
2018.0,Scotland,252250.0,178500.0,61750.0,180500.0,132250.0,48500.0,190500.0,138750.0,50250.0
2018.0,South East,381000.0,245750.0,72500.0,381500.0,249750.0,71250.0,382000.0,249250.0,71500.0
2018.0,South West,289500.0,185000.0,56000.0,281500.0,185750.0,55500.0,282750.0,185750.0,55500.0
2018.0,United Kingdom,306750.0,199250.0,62500.0,278250.0,190750.0,58750.0,282750.0,192250.0,59500.0
2018.0,Wales,232000.0,161250.0,52000.0,182500.0,133250.0,45250.0,187750.0,136250.0,46000.0
2018.0,West Midlands,269500.0,179750.0,56750.0,223750.0,159500.0,50750.0,230750.0,162500.0,51250.0
2018.0,Yorkshire and the Humber,240000.0,166250.0,54500.0,188500.0,137750.0,46750.0,195750.0,141750.0,47750.0
2019.0,East Midlands,265250.0,181250.0,56500.0,214500.0,155500.0,49250.0,224250.0,161000.0,50750.0
2019.0,East of England,350750.0,228250.0,67000.0,336250.0,230500.0,66000.0,339000.0,230000.0,66000.0
2019.0,London,470500.0,266500.0,85500.0,552000.0,371250.0,103750.0,538250.0,353500.0,100500.0
2019.0,North East,228000.0,161250.0,54500.0,158250.0,120750.0,44250.0,171000.0,128500.0,46250.0
2019.0,North West,237500.0,165250.0,55000.0,198500.0,148250.0,49500.0,204750.0,151000.0,50500.0
2019.0,Northern Ireland,187250.0,127500.0,49500.0,153750.0,118500.0,43250.0,160000.0,120250.0,44500.0
2019.0,Scotland,254750.0,186250.0,62750.0,181250.0,135250.0,48750.0,192750.0,143000.0,51000.0
2019.0,South East,374500.0,243250.0,71000.0,382250.0,256250.0,72500.0,380750.0,254000.0,72250.0
2019.0,South West,286500.0,183500.0,55750.0,284250.0,191000.0,56750.0,285000.0,190000.0,56500.0
2019.0,United Kingdom,306000.0,200750.0,62750.0,277500.0,194500.0,59750.0,282250.0,195750.0,59750.0
2019.0,Wales,233000.0,164000.0,51750.0,184500.0,137250.0,46000.0,190000.0,140500.0,46750.0
2019.0,West Midlands,279500.0,187500.0,58500.0,222500.0,161250.0,50250.0,231500.0,165750.0,51500.0
2019.0,Yorkshire and the Humber,242500.0,168750.0,54500.0,191250.0,141500.0,47250.0,198750.0,145750.0,48500.0
2020.0,East Midlands,269500.0,183750.0,57000.0,229500.0,164750.0,52250.0,235750.0,168000.0,53000.0
2020.0,East of England,350750.0,230750.0,67750.0,357750.0,245250.0,70000.0,356500.0,242250.0,69750.0
2020.0,London,471250.0,272000.0,87500.0,596500.0,403000.0,113000.0,575250.0,380750.0,108500.0
2020.0,North East,234250.0,166500.0,56000.0,169000.0,128000.0,46750.0,180000.0,134250.0,48250.0
2020.0,North West,248750.0,173250.0,56500.0,211250.0,157250.0,51750.0,216750.0,159250.0,52750.0
2020.0,Northern Ireland,200250.0,132000.0,53000.0,164250.0,123750.0,46000.0,172000.0,125250.0,47500.0
2020.0,Scotland,267000.0,192750.0,65000.0,191750.0,139750.0,51000.0,202000.0,147000.0,53000.0
2020.0,South East,386500.0,252250.0,74750.0,408500.0,274000.0,78000.0,404250.0,269500.0,77500.0
2020.0,South West,299500.0,195250.0,59250.0,305000.0,203750.0,61000.0,304000.0,202250.0,60750.0
2020.0,United Kingdom,316500.0,208000.0,65250.0,301250.0,209750.0,63750.0,303500.0,209250.0,64000.0
2020.0,Wales,243750.0,171250.0,56000.0,196250.0,144250.0,48250.0,201000.0,146750.0,48750.0
2020.0,West Midlands,282750.0,190250.0,58750.0,241000.0,173000.0,53750.0,247000.0,175250.0,54250.0
2020.0,Yorkshire and the Humber,250250.0,174250.0,56750.0,203750.0,149750.0,49000.0,210250.0,153000.0,50000.0
2021.0,East Midlands,278750.0,187750.0,57000.0,253750.0,175500.0,54500.0,258250.0,177750.0,55000.0
2021.0,East of England,366750.0,238750.0,70250.0,380250.0,252750.0,71750.0,377750.0,250500.0,71500.0
2021.0,London,450750.0,256000.0,82250.0,628500.0,413750.0,116000.0,602750.0,391000.0,111000.0
2021.0,North East,241250.0,170500.0,56250.0,181750.0,134500.0,47750.0,192000.0,140750.0,49250.0
2021.0,North West,267750.0,184000.0,59500.0,232250.0,166500.0,54250.0,237000.0,169250.0,55000.0
2021.0,Northern Ireland,208250.0,137750.0,53000.0,176250.0,128250.0,47000.0,182250.0,130000.0,48250.0
2021.0,Scotland,282250.0,201000.0,65750.0,206500.0,145250.0,52000.0,218250.0,154250.0,54000.0
2021.0,South East,381500.0,245750.0,72500.0,434750.0,282000.0,79250.0,425500.0,275500.0,78250.0
2021.0,South West,304750.0,195250.0,59000.0,329500.0,212000.0,63000.0,325750.0,209250.0,62000.0
2021.0,United Kingdom,318500.0,208500.0,64500.0,324500.0,219000.0,66000.0,323500.0,217250.0,65500.0
2021.0,Wales,270750.0,182500.0,57250.0,221000.0,156250.0,51000.0,225000.0,158250.0,51500.0
2021.0,West Midlands,282250.0,189750.0,58250.0,263250.0,183000.0,55750.0,266000.0,184000.0,55750.0
2021.0,Yorkshire and the Humber,259750.0,177500.0,57250.0,223000.0,158500.0,51500.0,228500.0,161250.0,52000.0
2022.0,East Midlands,293250.0,202000.0,60500.0,265750.0,189000.0,56750.0,271250.0,191500.0,57750.0
2022.0,East of England,381000.0,254500.0,73500.0,402500.0,274000.0,76500.0,398000.0,270000.0,75750.0
2022.0,London,452500.0,259000.0,82250.0,645250.0,433500.0,120000.0,613500.0,405000.0,113750.0
2022.0,North East,253750.0,184500.0,60000.0,184750.0,139250.0,49250.0,197500.0,147750.0,51000.0
2022.0,North West,275750.0,193500.0,61750.0,243500.0,177500.0,56250.0,248000.0,180250.0,57250.0
2022.0,Northern Ireland,228750.0,164750.0,57000.0,184000.0,137750.0,48750.0,191750.0,142000.0,50250.0
2022.0,Scotland,302500.0,222750.0,71250.0,215250.0,152500.0,54000.0,230250.0,164750.0,57000.0
2022.0,South East,399250.0,263750.0,76500.0,463500.0,306000.0,85000.0,452000.0,298500.0,83250.0
2022.0,South West,319250.0,207250.0,61750.0,351750.0,230000.0,66750.0,346750.0,226500.0,66000.0
2022.0,United Kingdom,333750.0,223000.0,67750.0,341750.0,235250.0,69500.0,340500.0,233250.0,69000.0
2022.0,Wales,299750.0,206000.0,62250.0,235250.0,167500.0,53000.0,241250.0,171250.0,54000.0
2022.0,West Midlands,292500.0,201250.0,60500.0,274500.0,195000.0,58000.0,277000.0,196250.0,58250.0
2022.0,Yorkshire and the Humber,267750.0,189250.0,59250.0,231250.0,167500.0,53250.0,237000.0,171000.0,54000.0
2023.0,East Midlands,291000.0,197500.0,65500.0,261250.0,182500.0,60250.0,267500.0,185500.0,61500.0
2023.0,East of England,372250.0,242500.0,79000.0,391000.0,260750.0,79000.0,388000.0,258000.0,79500.0
2023.0,London,391500.0,230750.0,89500.0,619250.0,399500.0,122250.0,590500.0,377250.0,118000.0
2023.0,North East,262250.0,184750.0,65750.0,187500.0,136500.0,53000.0,200250.0,145000.0,55250.0
2023.0,North West,279250.0,192500.0,67250.0,243500.0,172500.0,60250.0,248250.0,175250.0,61000.0
2023.0,Northern Ireland,244500.0,165500.0,64250.0,188750.0,135750.0,54000.0,196250.0,139750.0,55500.0
2023.0,Scotland,325750.0,225500.0,78250.0,214250.0,148750.0,58000.0,229750.0,159500.0,60500.0
2023.0,South East,378750.0,245500.0,81250.0,441750.0,285500.0,87500.0,432000.0,279250.0,86750.0
2023.0,South West,316250.0,200250.0,66500.0,342000.0,219250.0,68750.0,338500.0,216750.0,68500.0
2023.0,United Kingdom,325750.0,214000.0,73000.0,331000.0,222000.0,72500.0,330750.0,213750.0,70500.0
2023.0,Wales,299750.0,205000.0,67000.0,229500.0,161000.0,55750.0,235750.0,164750.0,56500.0
2023.0,West Midlands,302000.0,201500.0,67750.0,272000.0,189500.0,61500.0,276500.0,191000.0,62000.0
2023.0,Yorkshire and the Humber,279750.0,191250.0,65250.0,229750.0,160750.0,56500.0,237000.0,164750.0,57750.0
